"Year","Header","Source","URL"
1971,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1971,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1971,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1971,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1971,"Disney Cars","cars.disney.com","cars.disney.com"
1971,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1971,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1971,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1971,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1971,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1971,"Cars.com - Official Site","www.cars.com","www.cars.com"
1971,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1971,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1972,"Cars.com - Official Site","www.cars.com","www.cars.com"
1972,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1972,"Disney Cars","cars.disney.com","cars.disney.com"
1972,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1972,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1972,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1972,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1972,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1972,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1972,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1972,"Cars.com - Official Site","www.cars.com","www.cars.com"
1972,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1972,"Disney Cars","cars.disney.com","cars.disney.com"
1972,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1972,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1972,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1972,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1972,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1972,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1972,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1972,"Cars.com - Official Site","www.cars.com","www.cars.com"
1972,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1972,"Disney Cars","cars.disney.com","cars.disney.com"
1972,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1972,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1972,"Cars: Fast as Lightning - Android Apps on Google Play","play.google.com","play.google.com/store/apps/details?id=com..."
1972,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1972,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1972,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1972,"Used Cars For Sale | Pre-Owned Cars, Trucks and SUVs at ...","www.usedcars.com","www.usedcars.com"
1973,"Cars.com - Official Site","www.cars.com","www.cars.com"
1973,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1973,"Disney Cars","cars.disney.com","cars.disney.com"
1973,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1973,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1973,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1973,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1973,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1973,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1973,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1973,"Cars.com - Official Site","www.cars.com","www.cars.com"
1973,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1973,"Disney Cars","cars.disney.com","cars.disney.com"
1973,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1973,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1973,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1973,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1973,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1973,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1973,"Cars (2006) | Disney Cars","cars.disney.com","cars.disney.com/cars"
1973,"Cars.com - Official Site","www.cars.com","www.cars.com"
1973,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1973,"Disney Cars","cars.disney.com","cars.disney.com"
1973,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1973,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1973,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1973,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1973,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1973,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1973,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1974,"Cars.com - Official Site","www.cars.com","www.cars.com"
1974,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1974,"Disney Cars","cars.disney.com","cars.disney.com"
1974,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1974,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1974,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1974,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1974,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1974,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1974,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1974,"Cars.com - Official Site","www.cars.com","www.cars.com"
1974,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1974,"Disney Cars","cars.disney.com","cars.disney.com"
1974,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1974,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1974,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1974,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1974,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1974,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1974,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1974,"Cars.com - Official Site","www.cars.com","www.cars.com"
1974,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1974,"Disney Cars","cars.disney.com","cars.disney.com"
1974,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1974,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1974,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1974,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1974,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1974,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1974,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1975,"Cars.com - Official Site","www.cars.com","www.cars.com"
1975,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1975,"Disney Cars","cars.disney.com","cars.disney.com"
1975,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1975,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1975,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1975,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1975,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1975,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1975,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1975,"Disney Cars","cars.disney.com","cars.disney.com"
1975,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1975,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1975,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1975,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1975,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1975,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1975,"Cars.com - Official Site","www.cars.com","www.cars.com"
1975,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1975,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1975,"Cars.com - Official Site","www.cars.com","www.cars.com"
1975,"Disney Cars","cars.disney.com","cars.disney.com"
1975,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1975,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1975,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1975,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1975,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1975,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1975,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1975,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1976,"Cars.com - Official Site","www.cars.com","www.cars.com"
1976,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1976,"Disney Cars","cars.disney.com","cars.disney.com"
1976,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1976,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1976,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1976,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1976,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1976,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1976,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1976,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1976,"Disney Cars","cars.disney.com","cars.disney.com"
1976,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1976,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1976,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1976,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1976,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1976,"Cars.com - Official Site","www.cars.com","www.cars.com"
1976,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1976,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1976,"Cars.com - Official Site","www.cars.com","www.cars.com"
1976,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1976,"Disney Cars","cars.disney.com","cars.disney.com"
1976,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1976,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1976,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1976,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1976,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1976,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1976,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1977,"Cars.com - Official Site","www.cars.com","www.cars.com"
1977,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1977,"Disney Cars","cars.disney.com","cars.disney.com"
1977,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1977,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1977,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1977,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1977,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1977,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1977,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1977,"Cars.com - Official Site","www.cars.com","www.cars.com"
1977,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1977,"Disney Cars","cars.disney.com","cars.disney.com"
1977,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1977,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1977,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1977,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1977,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1977,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1977,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1977,"Cars.com - Official Site","www.cars.com","www.cars.com"
1977,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1977,"Disney Cars","cars.disney.com","cars.disney.com"
1977,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1977,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1977,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1977,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1977,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1977,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1977,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1978,"Cars.com - Official Site","www.cars.com","www.cars.com"
1978,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1978,"Disney Cars","cars.disney.com","cars.disney.com"
1978,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1978,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1978,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1978,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1978,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1978,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1978,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1978,"Cars.com - Official Site","www.cars.com","www.cars.com"
1978,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1978,"Disney Cars","cars.disney.com","cars.disney.com"
1978,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1978,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1978,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1978,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1978,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1978,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1978,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1978,"Cars.com - Official Site","www.cars.com","www.cars.com"
1978,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1978,"Disney Cars","cars.disney.com","cars.disney.com"
1978,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1978,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1978,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1978,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1978,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1978,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1978,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1979,"Cars.com - Official Site","www.cars.com","www.cars.com"
1979,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1979,"Disney Cars","cars.disney.com","cars.disney.com"
1979,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1979,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1979,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1979,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1979,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1979,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1979,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1979,"Cars.com - Official Site","www.cars.com","www.cars.com"
1979,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1979,"Disney Cars","cars.disney.com","cars.disney.com"
1979,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1979,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1979,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1979,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1979,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1979,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1979,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1979,"Cars.com - Official Site","www.cars.com","www.cars.com"
1979,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1979,"Disney Cars","cars.disney.com","cars.disney.com"
1979,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1979,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1979,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1979,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1979,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1979,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1979,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1980,"Cars.com - Official Site","www.cars.com","www.cars.com"
1980,"AutoTrader.com - Official Site","www.autotrader.com","www.autotrader.com"
1980,"Disney Cars","cars.disney.com","cars.disney.com"
1980,"Cars (2006) - IMDb","www.imdb.com","www.imdb.com/title/tt0317219"
1980,"Cars.com on the App Store","itunes.apple.com","itunes.apple.com/us/app/cars.com/id353263352?mt=8"
1980,"Cars.com – New & Used Cars - Android Apps on Google Play","play.google.com","play.google.com/.../apps/details?id=com.cars.android"
1980,"Cars: Fast as Lightning – Games on Microsoft Store","www.microsoft.com","www.microsoft.com/en-us/store/p/cars-fast-as-lightning/9..."
1980,"Edmunds.com - Official Site","www.edmunds.com","www.edmunds.com"
1980,"Cars: Coupes, Sedans - Hatchbacks | Chevrolet","www.chevrolet.com","www.chevrolet.com/car.html"
1980,"Car and Driver - Official Site","www.caranddriver.com","www.caranddriver.com"
1980,"Cars.com - Official Site","www.cars.com","www.cars.com"
